Concat,ZScore_Index,MaxMin_Index,0Percent,Concat2,Indexish,ZScore_Index,MaxMin_Index,NAPercent,GTAP_Region,CLUM_category,year
2004MozambiqueServices,-1.312901429,0.397964906,25,2004KyrgyzstanPersonal Transportation,1597,0.122446076,0.444240424,0,Kyrgyzstan,Personal Transportation,2004
2004MozambiqueGross Fixed Capital Formation,0,0,0,2004KyrgyzstanServices,1264,0.00208934,0.473513216,0,Kyrgyzstan,Services,2004
2004MozambiqueGovernment,-0.284261396,0.30260511,27.27272727,2007KyrgyzstanFood,599,-0.238969013,0.165829882,0,Kyrgyzstan,Food,2007
2004RwandaFood,-0.569146197,0.136971284,0,2007KyrgyzstanGovernment,932,0.166346519,0.306238402,0,Kyrgyzstan,Government,2007
2004RwandaHousing,0,0,0,2007KyrgyzstanHousing,1931,NA,NA,100,Kyrgyzstan,Housing,2007
2004RwandaPersonal Transportation,0.340633496,0.883493249,33.33333333,2007KyrgyzstanPersonal Transportation,1598,0.091018727,0.44158776,0,Kyrgyzstan,Personal Transportation,2007
2004RwandaGoods,0,0,0,2007KyrgyzstanServices,1265,-0.042632583,0.467847222,0,Kyrgyzstan,Services,2007
2004RwandaServices,-0.699430819,0.1795183,37.5,2011KyrgyzstanFood,600,-0.117191067,0.176094629,0,Kyrgyzstan,Food,2011
2004RwandaGross Fixed Capital Formation,0,0,0,2011KyrgyzstanGovernment,933,0.098835878,0.297178212,0,Kyrgyzstan,Government,2011
2004RwandaGovernment,0.291464658,0.383194926,36.36363636,2011KyrgyzstanHousing,1930,NA,NA,100,Kyrgyzstan,Housing,2011
2004TanzaniaFood,-0.505234771,0.142796176,0,2011KyrgyzstanPersonal Transportation,1599,0.103932363,0.442669379,0,Kyrgyzstan,Personal Transportation,2011
2004TanzaniaHousing,0,0,100,2011KyrgyzstanServices,1266,-0.066760673,0.465171752,0,Kyrgyzstan,Services,2011
2004TanzaniaPersonal Transportation,-0.153820742,0.0000872,33.33333333,2004LaosFood,5,-0.33564918,0.215392551,20,Laos,Food,2004
2004TanzaniaGoods,0,0.000246305,0,2004LaosGoods,29,NA,0.000309598,0,Laos,Goods,2004
2004TanzaniaServices,-1.716737506,0.299096179,12.5,2004LaosGovernment,53,-0.331236656,0.239817688,9.090909091,Laos,Government,2004
2004TanzaniaGross Fixed Capital Formation,0,0,0,2004LaosHousing,77,NA,NA,100,Laos,Housing,2004
2004TanzaniaGovernment,-0.224397081,0.153170544,18.18181818,2004LaosPersonal Transportation,125,-0.770858757,0.368865693,0,Laos,Personal Transportation,2004
2004UgandaFood,-0.413803665,0.15053954,0,2004LaosServices,101,-0.525922152,0.398304507,0,Laos,Services,2004
2004UgandaHousing,0,0,0,2007LaosFood,149,0.040619617,0.248146353,20,Laos,Food,2007
2004UgandaPersonal Transportation,-0.07210085,0.427831602,0,2007LaosGoods,173,NA,0.000349428,0,Laos,Goods,2007
2004UgandaGoods,0,0,0,2007LaosGovernment,197,-0.183361109,0.263701648,9.090909091,Laos,Government,2007
2004UgandaServices,-1.555641055,0.290523846,37.5,2007LaosHousing,221,NA,NA,100,Laos,Housing,2007
2004UgandaGross Fixed Capital Formation,0,0,0,2007LaosPersonal Transportation,269,-0.661565917,0.378085634,0,Laos,Personal Transportation,2007
2004UgandaGovernment,-1.61112829,0.126282877,9.090909091,2007LaosServices,245,-0.456139466,0.407586731,0,Laos,Services,2007
2004ZambiaFood,-0.443770301,0.148516506,0,2011LaosFood,293,0.688373283,0.303545074,20,Laos,Food,2011
2004ZambiaHousing,0,0,0,2011LaosGoods,317,NA,0.000719885,0,Laos,Goods,2011
2004ZambiaPersonal Transportation,-0.154788032,0.0000179,33.33333333,2011LaosGovernment,341,-0.29295783,0.269845183,18.18181818,Laos,Government,2011
2004ZambiaGoods,0,0,0,2011LaosHousing,365,NA,NA,100,Laos,Housing,2011
2004ZambiaServices,-0.739788314,0.398471097,12.5,2011LaosPersonal Transportation,413,-0.410253155,0.399284013,0,Laos,Personal Transportation,2011
2004ZambiaGross Fixed Capital Formation,0,0,0,2011LaosServices,389,-0.305645084,0.427008888,0,Laos,Services,2011
2004ZambiaGovernment,-0.548731358,0.123087279,27.27272727,2004LatviaFood,619,-0.385361145,0.199971228,20,Latvia,Food,2004
2004ZimbabweFood,-0.328381108,0.157698468,0,2004LatviaGovernment,952,0.067761748,0.335416814,18.18181818,Latvia,Government,2004
2004ZimbabweHousing,0,0,0,2004LatviaHousing,1935,0.346604305,0.723255489,0,Latvia,Housing,2004
2004ZimbabwePersonal Transportation,-0.153911193,0.0000807,33.33333333,2004LatviaPersonal Transportation,1618,0.032857041,0.436670143,0,Latvia,Personal Transportation,2004
2004ZimbabweGoods,0,0,0,2004LatviaServices,1285,0.740478805,0.534654841,12.5,Latvia,Services,2004
2004ZimbabweServices,-0.845299468,0.143177098,50,2007LatviaFood,620,0.127890662,0.244430516,20,Latvia,Food,2007
2004ZimbabweGross Fixed Capital Formation,0,0,0,2007LatviaGovernment,953,0.09211718,0.336364295,18.18181818,Latvia,Government,2007
2004ZimbabweGovernment,-0.397266903,0.119316878,36.36363636,2007LatviaHousing,1934,0.394762035,0.737398174,0,Latvia,Housing,2007
2004Rest of Eastern AfricaFood,-0.562196639,0.169997485,24.06444898,2007LatviaPersonal Transportation,1619,0.098107334,0.44215183,0,Latvia,Personal Transportation,2007
2004Rest of Eastern AfricaHousing,-1.494508119,0.18256816,88.00325975,2007LatviaServices,1286,1.036793328,0.599211943,12.5,Latvia,Services,2007
2004Rest of Eastern AfricaPersonal Transportation,-0.925326036,0.466036604,33.62611329,2011LatviaFood,621,0.183093746,0.248796128,20,Latvia,Food,2011
2004Rest of Eastern AfricaGoods,0,0,0,2011LatviaGovernment,954,0.115368303,0.333058306,9.090909091,Latvia,Government,2011
2004Rest of Eastern AfricaServices,-0.896322305,0.244443067,41.6881418,2011LatviaHousing,1933,0.473513635,0.760525492,0,Latvia,Housing,2011
2004Rest of Eastern AfricaGross Fixed Capital Formation,0,0,0,2011LatviaPersonal Transportation,1620,0.00146144,0.433935006,0,Latvia,Personal Transportation,2011
2004Rest of Eastern AfricaGovernment,-0.688043892,0.171531345,32.22921067,2011LatviaServices,1287,0.988942007,0.657812372,0,Latvia,Services,2011
2004BotswanaFood,-0.616188353,0.187261761,20,2004LithuaniaFood,613,-0.159730986,0.220014729,20,Lithuania,Food,2004
2004BotswanaHousing,0,0,100,2004LithuaniaGovernment,946,0.100592868,0.344589738,18.18181818,Lithuania,Government,2004
2004BotswanaPersonal Transportation,0.1260921,0.4445491,0,2004LithuaniaHousing,1938,-0.20482111,0.561316038,0,Lithuania,Housing,2004
2004BotswanaGoods,0,0,0,2004LithuaniaPersonal Transportation,1612,0.061315608,0.439076015,0,Lithuania,Personal Transportation,2004
2004BotswanaServices,-0.074435746,0.562761212,25,2004LithuaniaServices,1279,0.695228974,0.593289543,0,Lithuania,Services,2004
2004BotswanaGross Fixed Capital Formation,0,0,0,2007LithuaniaFood,614,-0.011351557,0.232583345,20,Lithuania,Food,2007
2004BotswanaGovernment,-0.070906875,0.235872944,18.18181818,2007LithuaniaGovernment,947,0.097165805,0.339362898,18.18181818,Lithuania,Government,2007
2004NamibiaFood,-0.592559116,0.134196016,0,2007LithuaniaHousing,1937,-0.153132219,0.576495735,0,Lithuania,Housing,2007
2004NamibiaHousing,0,0,100,2007LithuaniaPersonal Transportation,1613,0.07695254,0.440396177,0,Lithuania,Personal Transportation,2007
2004NamibiaPersonal Transportation,0.223867914,0.452796851,0,2007LithuaniaServices,1280,1.061744487,0.662377626,0,Lithuania,Services,2007
2004NamibiaGoods,0,0,0,2011LithuaniaFood,615,0.041710837,0.23717851,20,Lithuania,Food,2011
2004NamibiaServices,-0.535912559,0.493967657,25,2011LithuaniaGovernment,948,-0.027356082,0.310357019,9.090909091,Lithuania,Government,2011
2004NamibiaGross Fixed Capital Formation,0,0,0,2011LithuaniaHousing,1936,-0.085564841,0.596338534,0,Lithuania,Housing,2011
2004NamibiaGovernment,-0.027607929,0.21690033,9.090909091,2011LithuaniaPersonal Transportation,1614,-0.006729086,0.433346685,0,Lithuania,Personal Transportation,2011
2004South AfricaFood,-0.079999697,0.177995551,0,2011LithuaniaServices,1281,1.186401663,0.687566059,0,Lithuania,Services,2011
2004South AfricaHousing,0,0,0,2004LuxembourgFood,616,0.303069299,0.263381131,20,Luxembourg,Food,2004
2004South AfricaPersonal Transportation,0.151391404,0.446376237,0,2004LuxembourgGovernment,949,0.390825912,0.342702603,18.18181818,Luxembourg,Government,2004
2004South AfricaGoods,0,0,0,2004LuxembourgHousing,1941,1.06415228,0.933980859,0,Luxembourg,Housing,2004
2004South AfricaServices,-0.952412061,0.255733688,12.5,2004LuxembourgPersonal Transportation,1615,0.234227679,0.453652743,0,Luxembourg,Personal Transportation,2004
2004South AfricaGross Fixed Capital Formation,0,0,0,2004LuxembourgServices,1282,0.768760551,0.558595487,12.5,Luxembourg,Services,2004
2004South AfricaGovernment,0.364735864,0.335197772,0,2007LuxembourgFood,617,0.089397488,0.243668391,20,Luxembourg,Food,2007
2004Rest of South African Customs UnionFood,-0.55980291,0.192084506,20,2007LuxembourgGovernment,950,0.471011786,0.354131002,18.18181818,Luxembourg,Government,2007
2004Rest of South African Customs UnionHousing,0,0,100,2007LuxembourgHousing,1940,1.067195736,0.934874644,0,Luxembourg,Housing,2007
2004Rest of South African Customs UnionPersonal Transportation,0.48227321,0.895444306,33.33333333,2007LuxembourgPersonal Transportation,1616,0.196202241,0.450438462,0,Luxembourg,Personal Transportation,2007
2004Rest of South African Customs UnionGoods,0,0,0,2007LuxembourgServices,1283,1.148955923,0.639089263,12.5,Luxembourg,Services,2007
2004Rest of South African Customs UnionServices,-0.598533712,0.410666526,21.60247375,2011LuxembourgFood,618,-0.018481803,0.234479756,20,Luxembourg,Food,2011
2004Rest of South African Customs UnionGross Fixed Capital Formation,0,0,0,2011LuxembourgGovernment,951,0.37764725,0.350064333,18.18181818,Luxembourg,Government,2011
2004Rest of South African Customs UnionGovernment,0.00054568,0.278775359,14.87182773,2011LuxembourgHousing,1939,1.070888828,0.93595921,0,Luxembourg,Housing,2011
2004Rest of the WorldFood,0,0,0,2011LuxembourgPersonal Transportation,1617,0.248593557,0.454867133,0,Luxembourg,Personal Transportation,2011
2004Rest of the WorldHousing,0,0,0,2011LuxembourgServices,1284,1.413800205,0.691597007,12.5,Luxembourg,Services,2011
2004Rest of the WorldPersonal Transportation,0,0,0,2004MadagascarFood,625,-0.462985358,0.147438675,0,Madagascar,Food,2004
2004Rest of the WorldGoods,0,0,0,2004MadagascarGovernment,958,-0.614158433,0.086246194,18.18181818,Madagascar,Government,2004
2004Rest of the WorldServices,0,0,0,2004MadagascarHousing,1944,NA,NA,100,Madagascar,Housing,2004
2004Rest of the WorldGross Fixed Capital Formation,0,0,0,2004MadagascarPersonal Transportation,1624,-0.152466824,0.000184254,33.33333333,Madagascar,Personal Transportation,2004
2004Rest of the WorldGovernment,0,0,0,2004MadagascarServices,1291,-0.882702335,0.368518705,37.5,Madagascar,Services,2004
2007AustraliaFood,-0.509783502,0.187378467,20,2007MadagascarFood,626,-0.189093835,0.171036531,0,Madagascar,Food,2007
2007AustraliaHousing,0.19391987,0.678416,0,2007MadagascarGovernment,959,-0.430298064,0.192142911,9.090909091,Madagascar,Government,2007
2007AustraliaPersonal Transportation,0.088933091,0.017484623,33.33333333,2007MadagascarHousing,1943,NA,NA,100,Madagascar,Housing,2007
2007AustraliaGoods,0,0,0,2007MadagascarPersonal Transportation,1625,-0.082169989,0.426963845,0,Madagascar,Personal Transportation,2007
2007AustraliaServices,-0.069104344,0.563618612,50,2007MadagascarServices,1292,-0.85445164,0.27822132,12.5,Madagascar,Services,2007
2007AustraliaGross Fixed Capital Formation,0,0,0,2011MadagascarFood,627,0.088595093,0.195422827,0,Madagascar,Food,2011
2007AustraliaGovernment,0.379305186,0.314210521,18.18181818,2011MadagascarGovernment,960,-0.356430059,0.208461037,9.090909091,Madagascar,Government,2011
2007New ZealandFood,1.106609691,0.327562031,20,2011MadagascarHousing,1942,NA,NA,100,Madagascar,Housing,2011
2007New ZealandHousing,0.461130516,0.756888889,0,2011MadagascarPersonal Transportation,1626,-0.042712213,0.430295454,0,Madagascar,Personal Transportation,2011
2007New ZealandPersonal Transportation,0.209519785,0.451196044,0,2011MadagascarServices,1293,-0.727566361,0.311529833,25,Madagascar,Services,2011
2007New ZealandGoods,0,0,0,2004MalawiFood,637,-0.467831788,0.145412978,0,Malawi,Food,2004
2007New ZealandServices,0.567471276,0.553924743,25,2004MalawiGovernment,970,-0.414008537,0.189514705,18.18181818,Malawi,Government,2004
2007New ZealandGross Fixed Capital Formation,0,0,0,2004MalawiHousing,1947,NA,NA,100,Malawi,Housing,2004
2007New ZealandGovernment,0.572702244,0.410613649,9.090909091,2004MalawiPersonal Transportation,1636,-0.023606848,0.431920912,0,Malawi,Personal Transportation,2004
2007Rest of OceaniaFood,0.092476887,0.239344992,18.72052986,2004MalawiServices,1303,-0.316802264,0.479288584,25,Malawi,Services,2004
2007Rest of OceaniaHousing,0,0,100,2007MalawiFood,638,0.254699232,0.208494977,0,Malawi,Food,2007
2007Rest of OceaniaPersonal Transportation,-0.092928698,0.076803463,31.07645761,2007MalawiGovernment,971,-0.306201342,0.197574841,18.18181818,Malawi,Government,2007
2007Rest of OceaniaGoods,0,0,0,2007MalawiHousing,1946,NA,NA,100,Malawi,Housing,2007
2007Rest of OceaniaServices,-1.288675634,0.167950045,57.02634843,2007MalawiPersonal Transportation,1637,0.025983292,0.436104123,0,Malawi,Personal Transportation,2007
2007Rest of OceaniaGross Fixed Capital Formation,0,0,0,2007MalawiServices,1304,-0.502221911,0.416879741,12.5,Malawi,Services,2007
2007Rest of OceaniaGovernment,-0.418223682,0.114185553,34.08497509,2011MalawiFood,639,0.698309007,0.245839113,0,Malawi,Food,2011
2007ChinaFood,0.197545234,0.20543267,0,2011MalawiGovernment,972,-0.168812116,0.253663259,9.090909091,Malawi,Government,2011
2007ChinaHousing,-0.766882899,0.396252958,0,2011MalawiHousing,1945,NA,NA,100,Malawi,Housing,2011
2007ChinaPersonal Transportation,0.528872819,0.47269913,0,2011MalawiPersonal Transportation,1638,0.118310697,0.443896677,0,Malawi,Personal Transportation,2011
2007ChinaGoods,0,0,0,2011MalawiServices,1305,-0.669361336,0.314072544,25,Malawi,Services,2011
2007ChinaServices,0.016023091,0.329749452,25,2004MalaysiaFood,643,0.2802578,0.204957752,0,Malaysia,Food,2004
2007ChinaGross Fixed Capital Formation,0,0,0,2004MalaysiaGovernment,976,0.410111883,0.27548572,9.090909091,Malaysia,Government,2004
2007ChinaGovernment,0.357803826,0.284838535,9.090909091,2004MalaysiaHousing,1950,0.581391503,0.792206445,0,Malaysia,Housing,2004
"2007Hong Kong, Special Administrative Region of ChinaFood",0,0,0,2004MalaysiaPersonal Transportation,1642,-0.058776078,0.006898774,33.33333333,Malaysia,Personal Transportation,2004
"2007Hong Kong, Special Administrative Region of ChinaHousing",0,0,0,2004MalaysiaServices,1309,-0.084443471,0.463288144,0,Malaysia,Services,2004
"2007Hong Kong, Special Administrative Region of ChinaPersonal Transportation",0,0,0,2007MalaysiaFood,644,0.48964333,0.222779344,0,Malaysia,Food,2007
"2007Hong Kong, Special Administrative Region of ChinaGoods",0,0,0,2007MalaysiaGovernment,977,0.303183191,0.256700443,9.090909091,Malaysia,Government,2007
"2007Hong Kong, Special Administrative Region of ChinaServices",0,0,0,2007MalaysiaHousing,1949,0.609592035,0.800488216,0,Malaysia,Housing,2007
"2007Hong Kong, Special Administrative Region of ChinaGross Fixed Capital Formation",0,0,0,2007MalaysiaPersonal Transportation,1643,-0.048266054,0.007651994,33.33333333,Malaysia,Personal Transportation,2007
"2007Hong Kong, Special Administrative Region of ChinaGovernment",0,0,0,2007MalaysiaServices,1310,-0.074997887,0.47047763,0,Malaysia,Services,2007
2007JapanFood,0.288193013,0.261584541,20,2011MalaysiaFood,645,0.756599588,0.246479055,0,Malaysia,Food,2011
2007JapanHousing,1.263854066,0.992628133,0,2011MalaysiaGovernment,978,0.430745055,0.280416317,9.090909091,Malaysia,Government,2011
2007JapanPersonal Transportation,0.387155138,0.463406801,0,2011MalaysiaHousing,1948,0.64505224,0.810901965,0,Malaysia,Housing,2011
2007JapanGoods,0,0,0,2011MalaysiaPersonal Transportation,1644,0.036311482,0.013713399,33.33333333,Malaysia,Personal Transportation,2011
2007JapanServices,0.477100644,0.518098,12.5,2011MalaysiaServices,1311,0.175504841,0.543641178,12.5,Malaysia,Services,2011
2007JapanGross Fixed Capital Formation,0,0,0,2004MaltaFood,631,-0.016029063,0.233614043,20,Malta,Food,2004
2007JapanGovernment,0.640544366,0.452727716,9.090909091,2004MaltaGovernment,964,-0.163071607,0.306515669,18.18181818,Malta,Government,2004
2007South KoreaFood,0.629279745,0.237932584,0,2004MaltaHousing,1953,1.052651926,0.930603501,0,Malta,Housing,2004
2007South KoreaHousing,1.006611454,0.9170826,0,2004MaltaPersonal Transportation,1630,-0.088433378,0.426411538,0,Malta,Personal Transportation,2004
2007South KoreaPersonal Transportation,0.198262119,0.449479077,0,2004MaltaServices,1297,0.415165157,0.501627666,12.5,Malta,Services,2004
2007South KoreaGoods,0,Inf,0,2007MaltaFood,632,-0.057610348,0.2303171,20,Malta,Food,2007
2007South KoreaServices,0.416395983,0.612962511,12.5,2007MaltaGovernment,965,0.12836949,0.33922039,9.090909091,Malta,Government,2007
2007South KoreaGross Fixed Capital Formation,0,0,0,2007MaltaHousing,1952,1.052380054,0.930523659,0,Malta,Housing,2007
2007South KoreaGovernment,0.497942879,0.360764743,18.18181818,2007MaltaPersonal Transportation,1631,-0.024498796,0.431796263,0,Malta,Personal Transportation,2007
2007MongoliaFood,-0.381055809,0.152916598,0,2007MaltaServices,1298,0.665104036,0.557265051,12.5,Malta,Services,2007
2007MongoliaHousing,0,0,100,2011MaltaFood,633,-0.079385607,0.229117254,20,Malta,Food,2011
2007MongoliaPersonal Transportation,-0.153131714,0.000136604,33.33333333,2011MaltaGovernment,966,0.082089622,0.343277062,9.090909091,Malta,Government,2011
2007MongoliaGoods,0,0,0,2011MaltaHousing,1951,1.052012989,0.930415862,0,Malta,Housing,2011
2007MongoliaServices,-0.253517322,0.362912389,12.5,2011MaltaPersonal Transportation,1632,0.148282295,0.446374952,0,Malta,Personal Transportation,2011
2007MongoliaGross Fixed Capital Formation,0,0,0,2011MaltaServices,1299,0.907521099,0.666894242,0,Malta,Services,2011
2007MongoliaGovernment,-0.139134809,0.159715093,9.090909091,2004MauritiusFood,634,0.31177378,0.215690166,0,Mauritius,Food,2004
"2007Taiwan, Republic of ChinaFood",0,0,0,2004MauritiusGovernment,967,0.066047277,0.28974507,0,Mauritius,Government,2004
"2007Taiwan, Republic of ChinaHousing",0,0,0,2004MauritiusHousing,1956,NA,NA,100,Mauritius,Housing,2004
"2007Taiwan, Republic of ChinaPersonal Transportation",0,0,0,2004MauritiusPersonal Transportation,1633,0.05535928,0.438553052,0,Mauritius,Personal Transportation,2004
"2007Taiwan, Republic of ChinaGoods",0,0,0,2004MauritiusServices,1300,-0.243883421,0.451036467,0,Mauritius,Services,2004
"2007Taiwan, Republic of ChinaServices",0,0,0,2007MauritiusFood,635,0.412872168,0.227313343,0,Mauritius,Food,2007
"2007Taiwan, Republic of ChinaGross Fixed Capital Formation",0,0,0,2007MauritiusGovernment,968,0.122356566,0.299243742,0,Mauritius,Government,2007
"2007Taiwan, Republic of ChinaGovernment",0,0,0,2007MauritiusHousing,1955,NA,NA,100,Mauritius,Housing,2007
2007Rest of East AsiaFood,-0.472032321,0.203319082,20,2007MauritiusPersonal Transportation,1634,0.188347893,0.449768139,0,Mauritius,Personal Transportation,2007
2007Rest of East AsiaHousing,0,0,100,2007MauritiusServices,1301,-0.119527176,0.470763835,0,Mauritius,Services,2007
2007Rest of East AsiaPersonal Transportation,-0.154483895,0.0000397,33.33333333,2011MauritiusFood,636,-0.011439941,0.185190381,0,Mauritius,Food,2011
